stimuli	category	setting	run	trialNb	butMap	respKey1	respKey2	respInst1	respInst2	subNum	idealStimOnset	response	stimOnset
./src/stimuli/food_cake.jpg	food	inside	1	1	2	26	20	w	q	1	10		17.3211581250071
./src/stimuli/sport_skateboard.jpg	sport	outside	1	2	2	26	20	w	q	1	12	20	19.3174527920055
fixation	fixation		1	3	2	26	20	w	q	1	14		21.3179105420131
fixation	fixation		1	4	2	26	20	w	q	1	16		23.3172649590124
./src/stimuli/people_crowd.jpg	people	outside	1	5	2	26	20	w	q	1	18		25.3182809590071
fixation	fixation		1	6	2	26	20	w	q	1	20		27.3171905840136
./src/stimuli/vehicle_plane.jpg	vehicle	outside	1	7	2	26	20	w	q	1	22		29.3175176670047
./src/stimuli/object_phone.jpg	objects	inside	1	8	2	26	20	w	q	1	24		31.3169135839998
./src/stimuli/object_camera.jpg	objects	inside	1	9	2	26	20	w	q	1	26		33.3177167500107
./src/stimuli/people_wheel_repair.jpg	people	outside	1	10	2	26	20	w	q	1	28		35.3168371250067
./src/stimuli/food_pizza.jpg	food	inside	1	11	2	26	20	w	q	1	30		37.3172620420082
./src/stimuli/food_banana.jpg	food	inside	1	12	2	26	20	w	q	1	32		39.3172704590106
fixation	fixation		1	13	2	26	20	w	q	1	34		41.3167838750087
./src/stimuli/people_horse.jpg	people	outside	1	14	2	26	20	w	q	1	36		43.317489500012
./src/stimuli/animal_zebra.jpg	animal	outside	1	15	2	26	20	w	q	1	38		45.3169189590117
./src/stimuli/people_inside.jpg	people	inside	1	16	2	26	20	w	q	1	40		47.3169835420122
./src/stimuli/animal_sheep.jpg	animal	outside	1	17	2	26	20	w	q	1	42		49.3169820000039
./src/stimuli/sport_baseball.jpg	sport	outside	1	18	2	26	20	w	q	1	44		51.3171384170128
./src/stimuli/sport_tennis.jpg	sport	outside	1	19	2	26	20	w	q	1	46		53.3169340420136
./src/stimuli/scene_working_space.jpg	scene	inside	1	20	2	26	20	w	q	1	48		55.3168530840048
./src/stimuli/people_train.jpg	people	outside	1	21	2	26	20	w	q	1	50		57.3173635420098
./src/stimuli/people_frisbee.jpg	people	outside	1	22	2	26	20	w	q	1	52		59.3170590000082
./src/stimuli/sport_skate_park.jpg	sport	outside	1	23	2	26	20	w	q	1	54	20	61.3166138750094
./src/stimuli/scene_station.jpg	scene	outside	1	24	2	26	20	w	q	1	56		63.3184044170048
./src/stimuli/people_crowd.jpg	people	outside	2	25	1	20	26	q	w	1	10	NaN	NaN
fixation	fixation		2	26	1	20	26	q	w	1	12	NaN	NaN
./src/stimuli/food_pizza.jpg	food	inside	2	27	1	20	26	q	w	1	14	NaN	NaN
./src/stimuli/people_wheel_repair.jpg	people	outside	2	28	1	20	26	q	w	1	16	NaN	NaN
./src/stimuli/animal_sheep.jpg	animal	outside	2	29	1	20	26	q	w	1	18	NaN	NaN
./src/stimuli/people_inside.jpg	people	inside	2	30	1	20	26	q	w	1	20	NaN	NaN
fixation	fixation		2	31	1	20	26	q	w	1	22	NaN	NaN
./src/stimuli/animal_zebra.jpg	animal	outside	2	32	1	20	26	q	w	1	24	NaN	NaN
fixation	fixation		2	33	1	20	26	q	w	1	26	NaN	NaN
./src/stimuli/scene_station.jpg	scene	outside	2	34	1	20	26	q	w	1	28	NaN	NaN
./src/stimuli/object_camera.jpg	objects	inside	2	35	1	20	26	q	w	1	30	NaN	NaN
./src/stimuli/food_banana.jpg	food	inside	2	36	1	20	26	q	w	1	32	NaN	NaN
./src/stimuli/people_frisbee.jpg	people	outside	2	37	1	20	26	q	w	1	34	NaN	NaN
./src/stimuli/object_phone.jpg	objects	inside	2	38	1	20	26	q	w	1	36	NaN	NaN
./src/stimuli/scene_working_space.jpg	scene	inside	2	39	1	20	26	q	w	1	38	NaN	NaN
./src/stimuli/people_horse.jpg	people	outside	2	40	1	20	26	q	w	1	40	NaN	NaN
./src/stimuli/sport_baseball.jpg	sport	outside	2	41	1	20	26	q	w	1	42	NaN	NaN
fixation	fixation		2	42	1	20	26	q	w	1	44	NaN	NaN
./src/stimuli/people_train.jpg	people	outside	2	43	1	20	26	q	w	1	46	NaN	NaN
./src/stimuli/sport_skateboard.jpg	sport	outside	2	44	1	20	26	q	w	1	48	NaN	NaN
./src/stimuli/vehicle_plane.jpg	vehicle	outside	2	45	1	20	26	q	w	1	50	NaN	NaN
./src/stimuli/sport_skate_park.jpg	sport	outside	2	46	1	20	26	q	w	1	52	NaN	NaN
./src/stimuli/sport_tennis.jpg	sport	outside	2	47	1	20	26	q	w	1	54	NaN	NaN
./src/stimuli/food_cake.jpg	food	inside	2	48	1	20	26	q	w	1	56	NaN	NaN
